Product_Key	metier	Prix Unitaire Facture	Date	QTY_STOCK	Qte Commandee Unite
48633	BOUL	62.280176	04/01/2016 00:00	2334	78
48628	BOUL	114	12/01/2016 00:00	2130	78
48628	BOUL	76	19/01/2016 00:00	2130	78
48633	BOUL	170.24	22/01/2016 00:00	2334	78
48628	BOUL	91.39	03/02/2016 00:00	2130	78
58160	NEGOCE	516	05/02/2016 00:00		78
50482	NEGOCE	57.33	17/02/2016 00:00		78
48633	BOUL	127.68	23/02/2016 00:00	2334	78
53341	NEGOCE	87.19	27/02/2016 00:00		78
48633	BOUL	170.24	08/03/2016 00:00	2334	78
48633	BOUL	147.4704	23/03/2016 00:00	2334	78
50581	NEGOCE	428.0799999999999	29/01/2016 00:00		77.71
50581	NEGOCE	505.0799999999999	08/01/2016 00:00		77.43
50985	NEGOCE	80.01	27/01/2016 00:00		75.4
52066	NEGOCE	27.78	01/01/2016 00:00		75
52160	NEGOCE	59.400000000000006	01/01/2016 00:00		75
49858	PAT	20.700000000000003	02/01/2016 00:00	1740	75
48709	BOUL	7.6235	05/01/2016 00:00	3200	75
51990	NEGOCE	46.67	06/01/2016 00:00		75
48697	BOUL	2.47	07/01/2016 00:00	1850	75
49976	PAT	31.29	07/01/2016 00:00	1185	75
50065	PAT	10.5	13/01/2016 00:00	1800	75
51812	NEGOCE	142.98	13/01/2016 00:00		75
48697	BOUL	4.770064	14/01/2016 00:00	1850	75
48709	BOUL	7.620340000000001	14/01/2016 00:00	3200	75
51022	NEGOCE	23.53	15/01/2016 00:00		75
50065	PAT	15.75	16/01/2016 00:00	1800	75
48709	BOUL	3.95	18/01/2016 00:00	3200	75
49735	PAT	14.15	18/01/2016 00:00	2970	75
48697	BOUL	4.94	20/01/2016 00:00	1850	75
48709	BOUL	7.9	20/01/2016 00:00	3200	75
51990	NEGOCE	46.67	20/01/2016 00:00		75
49908	PAT	28.20077	21/01/2016 00:00	3180	75
48709	BOUL	11.5735	26/01/2016 00:00	3200	75
48709	BOUL	11.570340000000002	28/01/2016 00:00	3200	75
49976	PAT	31.29	28/01/2016 00:00	1185	75
50065	PAT	30.2	28/01/2016 00:00	1800	75
49976	PAT	15.75	29/01/2016 00:00	1185	75
48697	BOUL	4.94	03/02/2016 00:00	1850	75
49976	PAT	10.5	04/02/2016 00:00	1185	75
49976	PAT	15.54	08/02/2016 00:00	1185	75
49976	PAT	21	09/02/2016 00:00	1185	75
50012	PAT	28.3	10/02/2016 00:00	360	75
52066	NEGOCE	27.78	10/02/2016 00:00		75
49976	PAT	26.25	12/02/2016 00:00	1185	75
51990	NEGOCE	140.01	12/02/2016 00:00		75
52066	NEGOCE	41.67	12/02/2016 00:00		75
50012	PAT	18.777	13/02/2016 00:00	360	75
50065	PAT	19.055999999999997	13/02/2016 00:00	1800	75
48709	BOUL	3.95	15/02/2016 00:00	3200	75
50065	PAT	21	15/02/2016 00:00	1800	75
51990	NEGOCE	46.67	17/02/2016 00:00		75
49976	PAT	21	19/02/2016 00:00	1185	75
50065	PAT	21	19/02/2016 00:00	1800	75
51990	NEGOCE	140.01	19/02/2016 00:00		75
52066	NEGOCE	41.67	19/02/2016 00:00		75
49858	PAT	22.550420000000003	24/02/2016 00:00	1740	75
49908	PAT	22.55077	24/02/2016 00:00	3180	75
50065	PAT	28.2	25/02/2016 00:00	1800	75
50446	NEGOCE	87.7	26/02/2016 00:00		75
49735	PAT	11.3	27/02/2016 00:00	2970	75
49976	PAT	15.54	27/02/2016 00:00	1185	75
48697	BOUL	4.94	02/03/2016 00:00	1850	75
50012	PAT	28.299999999999997	02/03/2016 00:00	360	75
49976	PAT	21	04/03/2016 00:00	1185	75
52066	NEGOCE	41.67	04/03/2016 00:00		75
52160	NEGOCE	74.85	04/03/2016 00:00		75
48709	BOUL	3.95	07/03/2016 00:00	3200	75
51990	NEGOCE	93.34	09/03/2016 00:00		75
52066	NEGOCE		09/03/2016 00:00		75
49976	PAT	21	11/03/2016 00:00	1185	75
49735	PAT	16.950000000000003	12/03/2016 00:00	2970	75
48697	BOUL	2.47	14/03/2016 00:00	1850	75
49976	PAT	21	15/03/2016 00:00	1185	75
49908	PAT	25.35	16/03/2016 00:00	3180	75
49908	PAT	25.35	17/03/2016 00:00	3180	75
50065	PAT	24.25	17/03/2016 00:00	1800	75
48709	BOUL	7.6235	22/03/2016 00:00	3200	75
49976	PAT	21	29/03/2016 00:00	1185	75
50065	PAT	19.7	30/03/2016 00:00	1800	75
51643	NEGOCE	128.01	30/03/2016 00:00		75
49210	PAT	5.28	01/01/2016 00:00	4824	72
49964	PAT	4	02/01/2016 00:00	1008	72
49210	PAT	5.28	05/01/2016 00:00	4824	72
49210	PAT	5.28	07/01/2016 00:00	4824	72
49245	PAT	17	07/01/2016 00:00	0	72
49378	PAT		07/01/2016 00:00	5112	72
63454	VIEN	115.5	07/01/2016 00:00	246	72
48633	BOUL	146.33617600000002	09/01/2016 00:00	2334	72
49210	PAT	5.28	09/01/2016 00:00	4824	72
49964	PAT	4	09/01/2016 00:00	1008	72
49210	PAT	5.28	14/01/2016 00:00	4824	72
49378	PAT		14/01/2016 00:00	5112	72
48633	BOUL	185.28070400000001	16/01/2016 00:00	2334	72
49210	PAT	5.28	16/01/2016 00:00	4824	72
49210	PAT		18/01/2016 00:00	4824	72
49210	PAT	10.56	20/01/2016 00:00	4824	72
49964	PAT	4	20/01/2016 00:00	1008	72
50482	NEGOCE	171.99	20/01/2016 00:00		72
50504	NEGOCE	152.01	20/01/2016 00:00		72
49210	PAT	5.28	21/01/2016 00:00	4824	72
49344	PAT	16.2	22/01/2016 00:00	3588	72
49354	PAT	28.5	22/01/2016 00:00	12	72
49964	PAT	4	22/01/2016 00:00	1008	72
49210	PAT	5.28	23/01/2016 00:00	4824	72
49210	PAT		25/01/2016 00:00	4824	72
49378	PAT		25/01/2016 00:00	5112	72
49378	PAT	2.7	28/01/2016 00:00	5112	72
48633	BOUL	148.96	29/01/2016 00:00	2334	72
48628	BOUL	76	01/02/2016 00:00	2130	72
49378	PAT	1.35	01/02/2016 00:00	5112	72
48628	BOUL	133	02/02/2016 00:00	2130	72
49210	PAT	5.28	02/02/2016 00:00	4824	72
49344	PAT	27.1	02/02/2016 00:00	3588	72
49964	PAT	4	02/02/2016 00:00	1008	72
49004	CUIS	273.93	03/02/2016 00:00	50	72
50482	NEGOCE	229.32	03/02/2016 00:00		72
49210	PAT	4.38	04/02/2016 00:00	4824	72
48633	BOUL	83.41760000000001	08/02/2016 00:00	2334	72
49378	PAT	1.35	08/02/2016 00:00	5112	72
49210	PAT	5.28	12/02/2016 00:00	4824	72
49344	PAT	25.7	12/02/2016 00:00	3588	72
49964	PAT	4	12/02/2016 00:00	1008	72
58160	NEGOCE	516	12/02/2016 00:00		72
49210	PAT	5.28	13/02/2016 00:00	4824	72
49210	PAT	5.28	16/02/2016 00:00	4824	72
49253	PAT	49.75	16/02/2016 00:00	2856	72
49378	PAT	1.35	18/02/2016 00:00	5112	72
49253	PAT	29.849999999999998	19/02/2016 00:00	2856	72
48633	BOUL	83.560176	22/02/2016 00:00	2334	72
49378	PAT	1.35	22/02/2016 00:00	5112	72
49964	PAT		22/02/2016 00:00	1008	72
49964	PAT	8	24/02/2016 00:00	1008	72
52638	NEGOCE	63.42	25/02/2016 00:00		72
49253	PAT	19.9	26/02/2016 00:00	2856	72
49210	PAT	5.28	27/02/2016 00:00	4824	72
49344	PAT	35.2	27/02/2016 00:00	3588	72
48633	BOUL	81.857776	29/02/2016 00:00	2334	72
48633	BOUL	127.68	01/03/2016 00:00	2334	72
49964	PAT	4	01/03/2016 00:00	1008	72
48732	BOUL	6	02/03/2016 00:00	8100	72
49210	PAT	5.28	02/03/2016 00:00	4824	72
49354	PAT	28.5	02/03/2016 00:00	12	72
49590	PAT	281.2	02/03/2016 00:00	324	72
48633	BOUL	106.4	04/03/2016 00:00	2334	72
48633	BOUL	145.910576	05/03/2016 00:00	2334	72
49964	PAT		07/03/2016 00:00	1008	72
49210	PAT	5.28	08/03/2016 00:00	4824	72
49964	PAT	4	08/03/2016 00:00	1008	72
49344	PAT	24.299999999999997	09/03/2016 00:00	3588	72
49354	PAT	28.5	09/03/2016 00:00	12	72
49590	PAT	337.44	09/03/2016 00:00	324	72
49964	PAT	4	11/03/2016 00:00	1008	72
49210	PAT	5.28	16/03/2016 00:00	4824	72
49210	PAT	4.38	17/03/2016 00:00	4824	72
49344	PAT	33.800000000000004	19/03/2016 00:00	3588	72
49378	PAT	1.35	21/03/2016 00:00	5112	72
49210	PAT	5.28	22/03/2016 00:00	4824	72
49964	PAT	4	22/03/2016 00:00	1008	72
49210	PAT	5.28	23/03/2016 00:00	4824	72
49210	PAT		24/03/2016 00:00	4824	72
49964	PAT		24/03/2016 00:00	1008	72
49964	PAT	8	25/03/2016 00:00	1008	72
49590	PAT	337.44	26/03/2016 00:00	324	72
49210	PAT	5.28	28/03/2016 00:00	4824	72
49378	PAT	1.35	28/03/2016 00:00	5112	72
49590	PAT	112.48	29/03/2016 00:00	324	72
49210	PAT	5.28	30/03/2016 00:00	4824	72
49378	PAT	1.35	31/03/2016 00:00	5112	72
50232	NEGOCE	80.01	03/02/2016 00:00		71.8
50581	NEGOCE	351.08	02/03/2016 00:00		70.58
50581	NEGOCE	505.0799999999999	18/03/2016 00:00		70.28
50311	NEGOCE	0.43	27/01/2016 00:00		70
50018	PAT	31.250823999999998	02/02/2016 00:00	700	70
50311	NEGOCE	0.86	17/03/2016 00:00		70
52697	NEGOCE	2836.7299999999996	25/02/2016 00:00		69.4
50581	NEGOCE	340.30999999999995	25/03/2016 00:00		69.26
50581	NEGOCE	263.31	20/01/2016 00:00		67.19
50482	NEGOCE	171.99	06/01/2016 00:00		66
48633	BOUL	81.857776	11/01/2016 00:00	2334	66
48628	BOUL	93.67	20/01/2016 00:00	2130	66
48633	BOUL	124.70080000000002	20/01/2016 00:00	2334	66
48628	BOUL	76	05/02/2016 00:00	2130	66
48633	BOUL	170.24	09/02/2016 00:00	2334	66
48628	BOUL	76	23/02/2016 00:00	2130	66
50482	NEGOCE	171.99	24/02/2016 00:00		66
58160	NEGOCE	670	18/03/2016 00:00		66
63454	VIEN		24/03/2016 00:00	246	66
49214	PAT	118.49	25/03/2016 00:00	186	66
48633	BOUL	126.61600000000001	26/03/2016 00:00	2334	66
49187	PAT	397.25999999999993	05/03/2016 00:00	565	65
48640	BOUL	8.82	11/01/2016 00:00	528	64
48667	BOUL	9.38	16/01/2016 00:00	864	64
48736	BOUL	7.8	16/01/2016 00:00	496	64
48640	BOUL	10.86	03/02/2016 00:00	528	64
49635	PAT	73.38	05/02/2016 00:00	120	64
48667	BOUL	14.07	10/02/2016 00:00	864	64
48736	BOUL	7.8	26/02/2016 00:00	496	64
48736	BOUL	11.7	01/03/2016 00:00	496	64
48640	BOUL	13.23	08/03/2016 00:00	528	64
48640	BOUL	15.27	11/03/2016 00:00	528	64
48667	BOUL	15.990000000000002	11/03/2016 00:00	864	64
48667	BOUL	11.3	15/03/2016 00:00	864	64
48640	BOUL	10.86	30/03/2016 00:00	528	64
48736	BOUL	9.39	31/03/2016 00:00	496	64
50232	NEGOCE	104.39	22/01/2016 00:00		63.09
50232	NEGOCE	104.39	04/03/2016 00:00		63.00000000000001
50232	NEGOCE	104.39	08/01/2016 00:00		63
49590	PAT	337.44	16/01/2016 00:00	324	63
49590	PAT	337.44	03/02/2016 00:00	324	63
50016	PAT	7.61	04/02/2016 00:00	945	63
50016	PAT	7.61	11/02/2016 00:00	945	63
50016	PAT	7.61	15/02/2016 00:00	945	63
49590	PAT	112.48	19/02/2016 00:00	324	63
49590	PAT	224.96	27/02/2016 00:00	324	63
50016	PAT	7.61	29/02/2016 00:00	945	63
49590	PAT	112.48	04/03/2016 00:00	324	63
49590	PAT	112.48	15/03/2016 00:00	324	63
50016	PAT	7.61	31/03/2016 00:00	945	63
50232	NEGOCE	77.72	01/01/2016 00:00		62.199999999999996
50232	NEGOCE	53.34	23/03/2016 00:00		61.3
48628	BOUL	114	01/01/2016 00:00	2130	60
48827	CUIS	5.18	01/01/2016 00:00	2160	60
48832	CUIS	9.89	01/01/2016 00:00	1260	60
63425	VIEN	1.62	01/01/2016 00:00	1620	60
63494	VIEN	6.04	01/01/2016 00:00	780	60
48832	CUIS	9.89	02/01/2016 00:00	1260	60
49908	PAT	20	02/01/2016 00:00	3180	60
63425	VIEN	1.89	02/01/2016 00:00	1620	60
63426	VIEN	1.42	02/01/2016 00:00	1920	60
48628	BOUL	55.67	04/01/2016 00:00	2130	60
48698	BOUL	3.250237	04/01/2016 00:00	2070	60
48832	CUIS	9.89	04/01/2016 00:00	1260	60
49735	PAT	5.65	04/01/2016 00:00	2970	60
63454	VIEN	57.75	04/01/2016 00:00	246	60
63485	VIEN	74.58	04/01/2016 00:00	24	60
48628	BOUL	76	05/01/2016 00:00	2130	60
48633	BOUL	148.96	05/01/2016 00:00	2334	60
48827	CUIS	5.18	05/01/2016 00:00	2160	60
48832	CUIS	9.89	05/01/2016 00:00	1260	60
49245	PAT	17.5	05/01/2016 00:00	0	60
49266	PAT	18.84	05/01/2016 00:00	0	60
48832	CUIS	9.89	06/01/2016 00:00	1260	60
49245	PAT	26.25	06/01/2016 00:00	0	60
50065	PAT	15.75	06/01/2016 00:00	1800	60
63535	VIEN	49.43965	06/01/2016 00:00	120	60
48827	CUIS	5.18	07/01/2016 00:00	2160	60
49266	PAT	17	07/01/2016 00:00	0	60
63425	VIEN	1.62	07/01/2016 00:00	1620	60
63430	VIEN	1.89	07/01/2016 00:00	5760	60
63457	VIEN	176.06	07/01/2016 00:00	0	60
63485	VIEN	149.16	07/01/2016 00:00	24	60
48827	CUIS	5.18	08/01/2016 00:00	2160	60
49261	PAT	13.06	08/01/2016 00:00	0	60
48698	BOUL	3.49	09/01/2016 00:00	2070	60
48832	CUIS	9.89	09/01/2016 00:00	1260	60
49245	PAT	26	09/01/2016 00:00	0	60
50065	PAT	15.75	09/01/2016 00:00	1800	60
63425	VIEN	1.89	09/01/2016 00:00	1620	60
48827	CUIS	5.18	12/01/2016 00:00	2160	60
48832	CUIS	9.89	12/01/2016 00:00	1260	60
50018	PAT	28.64	12/01/2016 00:00	700	60
48628	BOUL	92.72	13/01/2016 00:00	2130	60
48832	CUIS	9.89	13/01/2016 00:00	1260	60
48827	CUIS	5.18	14/01/2016 00:00	2160	60
63426	VIEN	1.42	14/01/2016 00:00	1920	60
48633	BOUL	127.68	15/01/2016 00:00	2334	60
48827	CUIS	5.18	15/01/2016 00:00	2160	60
48832	CUIS	9.89	15/01/2016 00:00	1260	60
49976	PAT	21	15/01/2016 00:00	1185	60
48832	CUIS	9.89	16/01/2016 00:00	1260	60
49344	PAT	19	16/01/2016 00:00	3588	60
49858	PAT	16.950000000000003	16/01/2016 00:00	1740	60
63425	VIEN	1.89	16/01/2016 00:00	1620	60
48832	CUIS	9.89	18/01/2016 00:00	1260	60
63425	VIEN	1.62	18/01/2016 00:00	1620	60
63430	VIEN	1.89	18/01/2016 00:00	5760	60
63600	VIEN	2.6	18/01/2016 00:00	8100	60
49976	PAT	21	19/01/2016 00:00	1185	60
63425	VIEN	1.62	19/01/2016 00:00	1620	60
48827	CUIS	5.18	20/01/2016 00:00	2160	60
51739	NEGOCE	173.33	20/01/2016 00:00		60
63425	VIEN	1.62	20/01/2016 00:00	1620	60
63494	VIEN	6.04	20/01/2016 00:00	780	60
48827	CUIS	5.18	21/01/2016 00:00	2160	60
49569	PAT		21/01/2016 00:00	1240	60
63426	VIEN	1.42	21/01/2016 00:00	1920	60
48628	BOUL	95	22/01/2016 00:00	2130	60
49569	PAT	23.669999999999998	22/01/2016 00:00	1240	60
48694	BOUL	13.38	23/01/2016 00:00	700	60
48820	CUIS	138.60000000000002	23/01/2016 00:00	340	60
48827	CUIS	5.18	23/01/2016 00:00	2160	60
50012	PAT	10.5	23/01/2016 00:00	360	60
50065	PAT	10.5	23/01/2016 00:00	1800	60
63537	VIEN	77.7	23/01/2016 00:00	100	60
48827	CUIS	5.18	25/01/2016 00:00	2160	60
48832	CUIS	9.89	25/01/2016 00:00	1260	60
63425	VIEN	1.62	25/01/2016 00:00	1620	60
63494	VIEN		25/01/2016 00:00	780	60
48832	CUIS	9.89	26/01/2016 00:00	1260	60
49344	PAT	28.5	26/01/2016 00:00	3588	60
50018	PAT	41.150824	26/01/2016 00:00	700	60
49344	PAT	17.6	27/01/2016 00:00	3588	60
50504	NEGOCE	152.01	27/01/2016 00:00		60
63425	VIEN	1.89	27/01/2016 00:00	1620	60
63537	VIEN	155.4	27/01/2016 00:00	100	60
50018	PAT	28.64	28/01/2016 00:00	700	60
63425	VIEN	1.62	28/01/2016 00:00	1620	60
63426	VIEN	1.42	28/01/2016 00:00	1920	60
48628	BOUL	76	29/01/2016 00:00	2130	60
49354	PAT	28.5	29/01/2016 00:00	12	60
63425	VIEN	1.62	29/01/2016 00:00	1620	60
49858	PAT	16.950000000000003	30/01/2016 00:00	1740	60
63426	VIEN	1.42	30/01/2016 00:00	1920	60
48832	CUIS	9.89	01/02/2016 00:00	1260	60
48832	CUIS	9.89	02/02/2016 00:00	1260	60
63537	VIEN	63.66102	02/02/2016 00:00	100	60
63425	VIEN	1.62	03/02/2016 00:00	1620	60
48698	BOUL	3.49	04/02/2016 00:00	2070	60
63425	VIEN	1.62	04/02/2016 00:00	1620	60
63426	VIEN	1.42	04/02/2016 00:00	1920	60
63430	VIEN	1.89	04/02/2016 00:00	5760	60
63494	VIEN	6.04	04/02/2016 00:00	780	60
49253	PAT	19.9	05/02/2016 00:00	2856	60
48633	BOUL	126.120176	06/02/2016 00:00	2334	60
48820	CUIS	92.4	06/02/2016 00:00	340	60
48827	CUIS	5.18	06/02/2016 00:00	2160	60
48832	CUIS	9.89	06/02/2016 00:00	1260	60
48827	CUIS	5.18	08/02/2016 00:00	2160	60
48827	CUIS	5.18	09/02/2016 00:00	2160	60
48676	BOUL	10.962399999999999	10/02/2016 00:00	240	60
48693	BOUL	19.47	10/02/2016 00:00	510	60
48827	CUIS	5.18	10/02/2016 00:00	2160	60
50482	NEGOCE	171.99	10/02/2016 00:00		60
48827	CUIS	5.18	11/02/2016 00:00	2160	60
48832	CUIS	9.89	11/02/2016 00:00	1260	60
63430	VIEN	1.89	11/02/2016 00:00	5760	60
63494	VIEN	6.04	11/02/2016 00:00	780	60
48832	CUIS	9.89	12/02/2016 00:00	1260	60
49253	PAT	19.9	12/02/2016 00:00	2856	60
49354	PAT	28.5	12/02/2016 00:00	12	60
50482	NEGOCE	247.09999999999997	12/02/2016 00:00		60
50735	NEGOCE	7.2	12/02/2016 00:00		60
63535	VIEN	51.532650000000004	12/02/2016 00:00	120	60
63537	VIEN	38.85	12/02/2016 00:00	100	60
48827	CUIS	5.18	13/02/2016 00:00	2160	60
49735	PAT	5.65	13/02/2016 00:00	2970	60
50018	PAT	28.64	13/02/2016 00:00	700	60
63537	VIEN	116.55000000000001	13/02/2016 00:00	100	60
48832	CUIS	9.89	15/02/2016 00:00	1260	60
49976	PAT	15.75	15/02/2016 00:00	1185	60
63494	VIEN	6.04	15/02/2016 00:00	780	60
48827	CUIS	5.18	16/02/2016 00:00	2160	60
63537	VIEN	116.55000000000001	17/02/2016 00:00	100	60
63600	VIEN	3.06	17/02/2016 00:00	8100	60
48832	CUIS	9.89	18/02/2016 00:00	1260	60
49976	PAT	10.5	18/02/2016 00:00	1185	60
50065	PAT	19.000799999999998	18/02/2016 00:00	1800	60
63425	VIEN	1.89	18/02/2016 00:00	1620	60
49344	PAT	25.700000000000003	19/02/2016 00:00	3588	60
49354	PAT	28.5	19/02/2016 00:00	12	60
49344	PAT	33.800000000000004	20/02/2016 00:00	3588	60
49735	PAT	5.65	20/02/2016 00:00	2970	60
63425	VIEN	1.62	22/02/2016 00:00	1620	60
48832	CUIS	9.89	23/02/2016 00:00	1260	60
52708	NEGOCE	11.55	23/02/2016 00:00		60
63494	VIEN	6.04	23/02/2016 00:00	780	60
63537	VIEN	63.66102	23/02/2016 00:00	100	60
48694	BOUL	12.9117	24/02/2016 00:00	700	60
48827	CUIS	5.18	24/02/2016 00:00	2160	60
49579	PAT	11.59	24/02/2016 00:00	410	60
52763	NEGOCE		24/02/2016 00:00		60
63485	VIEN	149.16	24/02/2016 00:00	24	60
63537	VIEN	116.55000000000001	24/02/2016 00:00	100	60
48827	CUIS	5.18	25/02/2016 00:00	2160	60
63426	VIEN	1.42	25/02/2016 00:00	1920	60
63494	VIEN	6.04	25/02/2016 00:00	780	60
48827	CUIS	5.18	26/02/2016 00:00	2160	60
63425	VIEN	1.62	26/02/2016 00:00	1620	60
48820	CUIS	138.60000000000002	27/02/2016 00:00	340	60
48827	CUIS	5.18	27/02/2016 00:00	2160	60
48832	CUIS	9.89	27/02/2016 00:00	1260	60
63425	VIEN	1.62	29/02/2016 00:00	1620	60
48832	CUIS	9.89	01/03/2016 00:00	1260	60
63535	VIEN	64.89795000000001	01/03/2016 00:00	120	60
48694	BOUL	6.69	02/03/2016 00:00	700	60
48820	CUIS	138.60000000000002	02/03/2016 00:00	340	60
49344	PAT	32.4	02/03/2016 00:00	3588	60
48676	BOUL	11.36	03/03/2016 00:00	240	60
48694	BOUL	13.38	03/03/2016 00:00	700	60
49735	PAT	28.300109999999997	03/03/2016 00:00	2970	60
63425	VIEN	1.89	03/03/2016 00:00	1620	60
63426	VIEN	1.42	03/03/2016 00:00	1920	60
48676	BOUL	11.36	04/03/2016 00:00	240	60
48827	CUIS	5.18	04/03/2016 00:00	2160	60
48832	CUIS	9.89	04/03/2016 00:00	1260	60
48832	CUIS	9.89	05/03/2016 00:00	1260	60
63425	VIEN	1.89	05/03/2016 00:00	1620	60
63494	VIEN		07/03/2016 00:00	780	60
48832	CUIS	9.89	08/03/2016 00:00	1260	60
48698	BOUL	3.2457	09/03/2016 00:00	2070	60
48827	CUIS	5.18	09/03/2016 00:00	2160	60
50504	NEGOCE	152.01	09/03/2016 00:00		60
48676	BOUL	11.36	10/03/2016 00:00	240	60
48694	BOUL	13.38	10/03/2016 00:00	700	60
48827	CUIS	5.18	10/03/2016 00:00	2160	60
48832	CUIS	9.89	10/03/2016 00:00	1260	60
49858	PAT	23.450000000000003	10/03/2016 00:00	1740	60
50012	PAT	19	10/03/2016 00:00	360	60
63425	VIEN	1.62	10/03/2016 00:00	1620	60
63426	VIEN	1.42	10/03/2016 00:00	1920	60
63494	VIEN	6.04	10/03/2016 00:00	780	60
48628	BOUL	95	11/03/2016 00:00	2130	60
48832	CUIS	9.89	11/03/2016 00:00	1260	60
49565	PAT	44.849999999999994	11/03/2016 00:00	540	60
58160	NEGOCE	402	11/03/2016 00:00		60
49976	PAT	15.75	12/03/2016 00:00	1185	60
48633	BOUL	62.137600000000006	14/03/2016 00:00	2334	60
48832	CUIS	9.89	14/03/2016 00:00	1260	60
63494	VIEN	6.04	14/03/2016 00:00	780	60
48827	CUIS	5.18	15/03/2016 00:00	2160	60
50065	PAT	15.75	15/03/2016 00:00	1800	60
52152	NEGOCE	12.23	15/03/2016 00:00		60
48832	CUIS	9.89	16/03/2016 00:00	1260	60
49579	PAT	34.769999999999996	16/03/2016 00:00	410	60
63425	VIEN	1.89	16/03/2016 00:00	1620	60
48827	CUIS	5.18	17/03/2016 00:00	2160	60
63426	VIEN	1.42	17/03/2016 00:00	1920	60
63430	VIEN	1.89	17/03/2016 00:00	5760	60
63494	VIEN	6.04	17/03/2016 00:00	780	60
48827	CUIS	5.18	18/03/2016 00:00	2160	60
48827	CUIS	5.18	19/03/2016 00:00	2160	60
49976	PAT	36.12	19/03/2016 00:00	1185	60
50065	PAT	23.65	19/03/2016 00:00	1800	60
63600	VIEN	3.06	19/03/2016 00:00	8100	60
48698	BOUL	3.250237	21/03/2016 00:00	2070	60
48832	CUIS	9.89	21/03/2016 00:00	1260	60
49976	PAT	15.75	21/03/2016 00:00	1185	60
63494	VIEN	6.04	21/03/2016 00:00	780	60
50065	PAT	21	22/03/2016 00:00	1800	60
48698	BOUL	3.2457	23/03/2016 00:00	2070	60
48820	CUIS	92.4	23/03/2016 00:00	340	60
48827	CUIS	5.18	23/03/2016 00:00	2160	60
49579	PAT	11.59	23/03/2016 00:00	410	60
50482	NEGOCE	171.99	23/03/2016 00:00		60
48827	CUIS	5.18	24/03/2016 00:00	2160	60
63425	VIEN	1.89	24/03/2016 00:00	1620	60
63430	VIEN	1.89	24/03/2016 00:00	5760	60
48628	BOUL	76	25/03/2016 00:00	2130	60
51826	NEGOCE	151.68	25/03/2016 00:00		60
52013	NEGOCE	162.82	25/03/2016 00:00		60
63454	VIEN	108	25/03/2016 00:00	246	60
63535	VIEN	51.532650000000004	25/03/2016 00:00	120	60
63537	VIEN	102.51102	25/03/2016 00:00	100	60
63425	VIEN	1.62	28/03/2016 00:00	1620	60
48827	CUIS	5.18	29/03/2016 00:00	2160	60
49354	PAT		29/03/2016 00:00	12	60
63537	VIEN	63.66102	29/03/2016 00:00	100	60
48827	CUIS	5.18	30/03/2016 00:00	2160	60
63454	VIEN	54	30/03/2016 00:00	246	60
48827	CUIS	5.18	31/03/2016 00:00	2160	60
48832	CUIS	9.89	31/03/2016 00:00	1260	60
50581	NEGOCE	505.0799999999999	11/03/2016 00:00		59.059999999999995
49320	PAT	5.076363	04/03/2016 00:00	5055	59
50581	NEGOCE	175.54	09/03/2016 00:00		58.519999999999996
49004	CUIS	182.62	13/01/2016 00:00	50	58
48756	CUIS	535.5	27/01/2016 00:00	336	58
50581	NEGOCE	87.77	16/03/2016 00:00		57.37
50581	NEGOCE	175.54	30/03/2016 00:00		57.300000000000004
50581	NEGOCE	263.31	23/03/2016 00:00		57.220000000000006
50581	NEGOCE	87.77	17/02/2016 00:00		57.22
50581	NEGOCE	417.30999999999995	05/02/2016 00:00		56.94
50581	NEGOCE	87.77	13/01/2016 00:00		56.51
50232	NEGOCE	77.72	29/01/2016 00:00		56.3
50010	PAT	61.57	20/02/2016 00:00	84	56
48756	CUIS	321.29999999999995	08/03/2016 00:00	336	56
50232	NEGOCE	77.72	26/02/2016 00:00		55.6
50581	NEGOCE	428.0799999999999	15/01/2016 00:00		55.24
49264	PAT	2.2	06/01/2016 00:00	4730	55
49346	PAT	2.53	06/01/2016 00:00	8525	55
49244	PAT		07/01/2016 00:00	11440	55
49318	PAT	2.536363	07/01/2016 00:00	6600	55
49350	PAT	2.536363	07/01/2016 00:00	0	55
49244	PAT	7.529999999999999	09/01/2016 00:00	11440	55
49264	PAT	4.4	09/01/2016 00:00	4730	55
49350	PAT	2.17	09/01/2016 00:00	0	55
49346	PAT	2.53	16/01/2016 00:00	8525	55
49366	PAT	2.64	16/01/2016 00:00	5610	55
49350	PAT	2.727272	18/01/2016 00:00	0	55
49318	PAT	2.15	20/01/2016 00:00	6600	55
49318	PAT	2.727272	21/01/2016 00:00	6600	55
49346	PAT	2.727272	21/01/2016 00:00	8525	55
49350	PAT	2.727272	21/01/2016 00:00	0	55
49359	PAT	2.727272	21/01/2016 00:00	8085	55
49366	PAT	2.727272	21/01/2016 00:00	5610	55
49318	PAT	2.15	23/01/2016 00:00	6600	55
49346	PAT	2.53	23/01/2016 00:00	8525	55
49350	PAT	2.17	23/01/2016 00:00	0	55
49359	PAT	2.06	23/01/2016 00:00	8085	55
49244	PAT	2.51	25/01/2016 00:00	11440	55
49264	PAT	2.2	25/01/2016 00:00	4730	55
49318	PAT	2.15	25/01/2016 00:00	6600	55
49350	PAT	2.17	25/01/2016 00:00	0	55
49359	PAT	2.06	25/01/2016 00:00	8085	55
49366	PAT	2.64	25/01/2016 00:00	5610	55
49318	PAT	2.15	27/01/2016 00:00	6600	55
49359	PAT	2.06	27/01/2016 00:00	8085	55
